PIUB	Institut fur Palaontologie		Rheinische Friedrich-Wilhelms-Universitat Bonn	Bonn	Germany	Institut fur Palaontologie, Bonn, Germany
PMB	Natural History Museum			Belgrad	Yugoslavia 	Natural History Museum, Belgrad, Yugoslavia
PMHU	Museum fur Naturkunde der Humboldt Universitat zu Berlin	Institut fur Palaontologie		Berlin	Germany	Museum fur Naturkunde der Humboldt Universitat zu Berlin, Institut fur Palaontologie, Berlin, Germany
PNM	National Museum of the Philippines	Section of Entomology		Manila	Philippines	National Museum of the Philippines, Section of Entomology, Manila, Philippines
PPDD	Plant Protection Research Institute		Ministry of Agriculture	Giza	Egypt	Plant Protection Research Institute, Giza, Egypt
PQMAB	Institute of Animal and Plant Quarantine		Ministry of Agriculture	Beijing	China	Institute of Animal and Plant Quarantine, Beijing, China
PSU	Frost Entomological Museum		Pennsylvania State University	University Park	United States	Frost Entomological Museum, University Park, United States
PUCP	Department of Zoology		Punjab University	Chandigarh	India	Department of Zoology, Chandigarh, India
QCAZ	Museo de Zoologia	Pontificia Universidad Catolica del Ecuador		Quito	Ecuador	Museo de Zoologia, Pontificia Universidad Catolica del Ecuador, Quito, Ecuador
QDPI	Queensland Department of Primary Industries and Fisheries			Brisbane	Australia	Queensland Department of Primary Industries and Fisheries, Brisbane, Australia
QMBA	Queensland Museum			South Bank (Brisbane)	Australia	Queensland Museum, South Bank (Brisbane), Australia
RIE	Department of Medical Zoology and Immunology		Nagasaki University School of Medicine	Nagasaki	Japan	Department of Medical Zoology and Immunology, Nagasaki, Japan
RNH	Nationaal Natuurhistorisch Museum			Leiden	Netherlands	Nationaal Natuurhistorisch Museum, Leiden, Netherlands
ROM	Royal Ontario Museum			Toronto	Canada	Royal Ontario Museum, Toronto, Canada
RSM	Royal Museum	Department of Natural History, Insect Collection	National Museums of Scotland	Edinburgh	United Kingdom	Royal Museum, Department of Natural History, Insect Collection, National Museums of United Kingdom, Edinburgh, United Kingdom
SAFAI	Istituto Sperimentale per l'Agrumicoltura Sezione Biologia e Difesa	Laboratorio di Entomologia		Acireale	Italy	Istituto Sperimentale per l'Agrumicoltura Sezione Biologia e Difesa, Laboratorio di Entomologia, Acireale, Italy
SAMA	South Australian Museum			Adelaide	Australia	South Australian Museum, Adelaide, Australia
SAMCT	South African Museum	Entomology Department		Cape Town	South Africa	South African Museum, Entomology Department, Cape Town, South Africa
SANC	ARC - Plant Protection Research Institute	South African National Collection of Insects		Pretoria	South Africa	ARC - Plant Protection Research Institute, South African National Collection of Insects, Pretoria, South Africa
SBKL	Shaanxi Bioresource Key Laboratory		Shaanxi Technology University	Hanzhong	China	Shaanxi Bioresource Key Laboratory, Hanzhong, China
SCSC	Department of Biological Sciences	Collection	St. Cloud State College	St. Cloud	United States	Department of Biological Sciences, Collection, St. Cloud State College, St. Cloud, United States
SDNHM	San Diego Natural History Museum	Entomology Department		San Diego	United States	San Diego Natural History Museum, Entomology Department, San Diego, United States
SDU	Plant Science Department	Severin-McDaniel Insect Research Collection	South Dakota State University	Brookings	United States	Plant Science Department, Severin-McDaniel Insect Research Collection, South Dakota State University, Brookings, United States
SLJG	Landesmuseum Joanneum	Abteilung fur Zoologie		Graz	Austria	Landesmuseum Joanneum, Abteilung fur Zoologie, Graz, Austria
SMC	Szechwan Medical College			Chengdu	China	Szechwan Medical College, Chengdu, China
SMF	Forschungsinstitut und Naturmuseum Senckenberg	Entomologische Sektion 1		Frankfurt/Main	Germany	Forschungsinstitut und Naturmuseum Senckenberg, Entomologische Sektion 1, Frankfurt/Main, Germany
SMMU	Department of Parasitoloy		Second Military Medical University	Shanghai	China	Department of Parasitoloy, Shanghai, China
SMNG	Staatliches Museum fur Naturkunde Gorlitz		Landesmuseum des Freistaates Sachsen	Gorlitz	Germany	Staatliches Museum fur Naturkunde Gorlitz, Gorlitz, Germany
SMNK	Staatliches Museum fur Naturkunde Karlsruhe			Karlsruhe	Germany	Staatliches Museum fur Naturkunde Karlsruhe, Karlsruhe, Germany
SMNS	Staatliches Museum fur Naturkunde Stuttgart			Stuttgart	Germany	Staatliches Museum fur Naturkunde Stuttgart, Stuttgart, Germany
SMOC	Slezske Zemske Muzeum	Entomological Collections, Department of Natural History		Opava	Slovakia	Slezske Zemske Muzeum, Entomological Collections, Department of Natural History, Opava, Slovakia
SMT	Staatliche Naturhistorische Sammlungen Dresden	Museum fur Tierkunde		Dresden	Germany	Staatliche Naturhistorische Sammlungen Dresden, Museum fur Tierkunde, Dresden, Germany
SMWN	National Museum of Namibia			Windhoek	Namibia	National Museum of Namibia, Windhoek, Namibia
SNMB	Staatliches Naturhistorisches Museum Braunschweig	Insect Collection		Braunschweig	Germany	Staatliches Naturhistorisches Museum Braunschweig, Insect Collection, Braunschweig, Germany
SNMC	Prirodovedne Muzeum	Zoologicke Oddelenie	Slovenske Narodne Muzeum	Bratislava	Czech Republic	Prirodovedne Muzeum, Zoologicke Oddelenie, Slovenske Narodne Muzeum, Bratislava, Czech Republic
SOFM	National Museum of Natural History	Insect Collection Bulgarian Academy of Sciences		Sofia	Bulgaria	National Museum of Natural History, Insect Collection Bulgarian Academy of Sciences, Sofia, Bulgaria
SRAS	Institute of Cytology and Genetics		Siberian Division of the Russian Academy of Sciences	Novosibirsk	Russia	Institute of Cytology and Genetics, Novosibirsk, Russia
SRSI	Southern Regional Station		Zoological Survey of India	Chennai	India	Southern Regional Station, Chennai, India
SUJ	Department of Biology, Faculty of Education		Shizuoka University	Shizuoka	Japan	Department of Biology, Faculty of Education, Shizuoka, Japan
SUPA	Stanford University			Palo Alto	United States	Stanford University, Palo Alto, United States
SZEE	A. N. Severtsov Institute for Ecology and Evolution	Laboratory of Soil Zoology and Experimental Entomology	Russian Academy of Sciences	Moscow	Russia	A. N. Severtsov Institute for Ecology and Evolution, Laboratory of Soil Zoology and Experimental Entomology, Russian Academy of Sciences, Moscow, Russia
TAMU	Department of Entomology	Insect Collection	Texas A & M University	College Station	United States	Department of Entomology, Insect Collection, Texas A & M University, College Station, United States
TARI	Taiwan Agricultural Research Institute	Insect Collection		Taichung	Taiwan	Taiwan Agricultural Research Institute, Insect Collection, Taichung, Taiwan
TAUI	National Museum of Natural History	Insect Collection	Tel Aviv University, Department of Zoology	Tel Aviv	Israel	National Museum of Natural History, Insect Collection, Tel Aviv University, Department of Zoology, Tel Aviv, Israel
TGU	Department of Biology		Tokyo Gakugei University	Tokyo	Japan	Department of Biology, Tokyo, Japan
TMB	Bakonyi Termeszettudomanyi Muzeum			Zirc	Hungary	Bakonyi Termeszettudomanyi Muzeum, Zirc, Hungary
TMDU	Department of Medical Zoology		Tokyo Medical and Dental University	Tokyo	Japan	Department of Medical Zoology, Tokyo, Japan
TMH	Teylers Museum			Haarlem	Netherlands	Teylers Museum, Haarlem, Netherlands
TMMC	Texas Memorial Museum	Division of Entomology	The University of Texas at Austin	Austin	United States	Texas Memorial Museum, Division of Entomology, The University of Texas at Austin, Austin, United States
TMNH	Tianjin Museum of Natural History			Tianjin	China	Tianjin Museum of Natural History, Tianjin, China
TMS	Tomsk Malaria Station			Tomsk	Russia	Tomsk Malaria Station, Tomsk, Russia
TMU	Department of Biology		Tokyo Metropolitan University	Tokyo	Japan	Department of Biology, Tokyo, Japan
TSU	Tomsk State University			Tomsk	Russia	Tomsk State University, Tomsk, Russia
TUKN	Tribhuvan University			Kirtipur	Nepal	Tribhuvan University, Kirtipur, Nepal
TUPH	Institute of Public Health Research		Tehran University	Tehran	Iran	Institute of Public Health Research, Tehran, Iran
UABC	Department of Biology		Universidad de los Andes	Bogota	Colombia	Department of Biology, Bogota, Colombia
UASK	I. I. Schmalhausen Institute of Zoology		National Academy of Science of Ukraine	Kiev	Ukraine	I. I. Schmalhausen Institute of Zoology, Kiev, Ukraine
UASL	State Museum of Natural History		National Academy of Science of Ukraine	Lviv	Ukraine	State Museum of Natural History, Lviv, Ukraine
UAT	Department of Entomology	Entomology Collection	University of Arizona	Tucson	United States	Department of Entomology, Entomology Collection, University of Arizona, Tucson, United States
UBB	University of Burdwan			Burdwan	India	University of Burdwan, Burdwan, India
UBIG	Istitut de Geologie		Universite de Besancon	Doubs	France	Istitut de Geologie, Doubs, France
UCB	Essig Museum of Entomology	Department of Entomological Sciences	University of California	Berkeley	United States	Essig Museum of Entomology, Department of Entomological Sciences, University of California, Berkeley, United States
UCD	Bohart Museum of Entomology		University of California	Davis	United States	Bohart Museum of Entomology, Davis, United States
UCGC	University of Colorado Museum	Paleobiology/Geology Section		Boulder	United States	University of Colorado Museum, Paleobiology/Geology Section, Boulder, United States
UCHS	Facultad de Agronomia		Universidad de Chile	Santiago	Chile	Facultad de Agronomia, Santiago, Chile
UCHV	Universidad Catolica de Valparaiso			Valparaiso	Chile	Universidad Catolica de Valparaiso, Valparaiso, Chile
UCMP	Museum of Paleontology		University of California	Berkeley	United States	Museum of Paleontology, Berkeley, United States
UCOLB	University of Colorado Museum	Entomology Section		Boulder	United States	University of Colorado Museum, Entomology Section, Boulder, United States
UCR	Entomology Research Museum	UCR Entomological Teaching and Research Collection	University of California	Riverside	United States	Entomology Research Museum, UCR Entomological Teaching and Research Collection, University of California, Riverside, United States
UIM	Department of Plant, Soil, and Entomological Sciences	Entomology Division, W. F. Barr Entomological Collection	University of Idaho	Moscow	United States	Department of Plant, Soil, and Entomological Sciences, Entomology Division, W. F. Barr Entomological Collection, University of Idaho, Moscow, United States
UKAL	Kansas Biological Survey	Invertebrate Collection	The University of Kansas	Lawrence	United States	Kansas Biological Survey, Invertebrate Collection, The University of Kansas, Lawrence, United States
UKR	Kaliningrad State University			Kaliningrad	Russia	Kaliningrad State University, Kaliningrad, Russia
ULP	Department of Invertebrate Zoology and Hydrobiology		University of Lodz	Lodz	Poland	Department of Invertebrate Zoology and Hydrobiology, Lodz, Poland
UMA	Department of Entomology	Insect Collection	University of Massachusetts	Amherst	United States	Department of Entomology, Insect Collection, University of Massachusetts, Amherst, United States
UMC	University of Missouri	Enns Entomology Museum		Columbia	United States	University of Missouri, Enns Entomology Museum, Columbia, United States
UMCE	Instituto de Entomologia		Universidad Metropolitana de Ciencias de la Educacion	Santiago	Chile	Instituto de Entomologia, Santiago, Chile
UMG	Hunterian Museum	Zoology Collections	University of Glasgow	Glasgow	United Kingdom	Hunterian Museum, Zoology Collections, University of Glasgow, Glasgow, United Kingdom
UMGI	Museum of the Department of Zoology		University of Mysore	Mysore	India	Museum of the Department of Zoology, Mysore, India
UMMS	Departamento de Biologia		Universidad de Murcia	Murcia	Spain	Departamento de Biologia, Murcia, Spain
UMMZ	Museum of Zoology	Insect Division 	University of Michigan	Ann Arbor	United States	Museum of Zoology, Insect Division, University of Michigan, Ann Arbor, United States
UMO	Oxford University Museum of Natural History	Hope Entomological Collections		Oxford	United Kingdom	Oxford University Museum of Natural History, Hope Entomological Collections, Oxford, United Kingdom
UMSP	Department of Entomology		University of Minnesota	St. Paul	United States	Department of Entomology, St. Paul, United States
UNAM	Departamento de Zoologia	Instituto de Biologia	Universidad Nacional Autonoma de Mexico	Mexico	Mexico	Departamento de Zoologia, Instituto de Biologia, Universidad Nacional Autonoma de Mexico, Mexico, Mexico
UNCB	Universidad Nacional de Colombia			Bogota	Colombia	Universidad Nacional de Colombia, Bogota, Colombia
UNESP	Departamento de Biologia		Universidade Estadual Paulista	Sao Jose do Rio Preto	Brazil	Departamento de Biologia, Sao Jose do Rio Preto, Brazil
UNL	University of Nebraska State Museum	Division of Entomology 	University of Nebraska-Lincoln	Lincoln	United States	University of Nebraska State Museum, Division of Entomology, University of Nebraska-Lincoln, Lincoln, United States
UNLP	Museo de La Plata			Buenos Aires	Argentina	Museo de La Plata, Buenos Aires, Argentina
UOPJ	Entomological Laboratory		University Prefecture Osaka	Osaka	Japan	Entomological Laboratory, Osaka, Japan
UPPC	Department of Entomology	College of Agriculture	University of the Philippines Los Banos	Laguna (Los Banos)	Philippines	Department of Entomology, College of Agriculture, University of the Philippines Los Banos, Laguna (Los Banos), Philippines
UPPI	Department of Zoology		University of Pune [=Poona]	Pune	India	Department of Zoology, Pune, India
USCP	Department of Biology	Entomology Collection	University of San Carlos	Cebu City	Philippines	Department of Biology, Entomology Collection, University of San Carlos, Cebu City, Philippines
USNM	National Museum of Natural History	Department of Entomology	Smithsonian Institution	Washington	United States	National Museum of Natural History, Department of Entomology, Smithsonian Institution, Washington, United States
USU	Department of Biology	Insect Collection	Utah State University	Logan	United States	Department of Biology, Insect Collection, Utah State University, Logan, United States
UTA	The University of Texas at Austin			Austin	United States	The University of Texas at Austin, Austin, United States
UWS	Burke Museum	Department of Zoology	University of Washington	Seattle	United States	Burke Museum, Department of Zoology, University of Washington, Seattle, United States
UZMC	The Natural History Museum of Denmark	Department of Zoology, Entomology	University of Copenhagen	Copenhagen	Denmark	The Natural History Museum of Denmark, Department of Zoology, Entomology, University of Copenhagen, Copenhagen, Denmark
UZMH	Zoological Museum		Finnish Museum of Natural History	University of Helsinki	Finland	Zoological Museum, University of Helsinki, Finland
VMS	Vladimir Malaria Station			Vladimir	Russia	Vladimir Malaria Station, Vladimir, Russia
VRL	Onderstepoort Veterinary Institute		Agricultural Research Council 	Onderstepoort	South Africa	Onderstepoort Veterinary Institute, Onderstepoort, South Africa
VSRI	N.I. Vavilov All-Russian Scientific Research Institute of Plant Industry			St. Petersburg	Russia	N.I. Vavilov All-Russian Scientific Research Institute of Plant Industry, St. Petersburg, Russia
WADA	Western Australian Department of Agriculture			South Perth	Australia	Western Australian Department of Agriculture, South Perth, Australia
WAM	Western Australian Museum	Entomology collection 	Perth Cultural Centre	Perth	Australia	Western Australian Museum, Entomology collection, Perth Cultural Centre, Perth, Australia
WSU	Department of Entomology	M. T. James Entomological Collection	Washington State University	Pullman	United States	Department of Entomology, M. T. James Entomological Collection, Washington State University, Pullman, United States
XUU	Department of Biology		Xinjiang University	Urumqi	China	Department of Biology, Urumqi, China
YSUW	Department of Life Sciences		Yonsei University	Wonju	South Korea	Department of Life Sciences, Wonju, South Korea
ZDUT	Department of Zoology		University of Toronto	Toronto	Canada	Department of Zoology, Toronto, Canada
ZFC	Zhejiang Forestry College			Lin' an	China	Zhejiang Forestry College, Lin' an, China
ZFMK	Zoologisches Forschungsinstitut und Museum Alexander Koenig			Bonn	Germany	Zoologisches Forschungsinstitut und Museum Alexander Koenig, Bonn, Germany
ZIL	Museum of Zoology		Lund University	Lund	Sweden	Museum of Zoology, Lund, Sweden
ZISP	Zoological Institute		Russian Academy of Sciences	St. Petersburg	Russia	Zoological Institute, St. Petersburg, Russia
ZIU	Evolutionsmuseet (Museum of Evolution)	Zoology section 	Uppsala University	Uppsala	Sweden	Evolutionsmuseet (Museum of Evolution), Zoology section, Uppsala University, Uppsala, Sweden
ZJMG	Zoologisches Museum der Universitat Gottingen			Gottingen	Germany	Zoologisches Museum der Universitat Gottingen, Gottingen, Germany
ZMAN	Zoologisch Museum Amsterdam	Section Entomology	Universiteit van Amsterdam	Amsterdam	Netherlands	Zoologisch Museum Amsterdam, Section Entomology, Universiteit van Amsterdam, Amsterdam, Netherlands
ZMGU	Zooloji Musesi		Gazi Universitesi	Ankara	Turkey	Zooloji Musesi, Ankara, Turkey
ZMHU	Museum fur Naturkunde	Institut fur Systematische Zoologie	Zentralinstitut der Humboldt Universitat zu Berlin	Berlin	Germany	Museum fur Naturkunde, Institut fur Systematische Zoologie, Zentralinstitut der Humboldt Universitat zu Berlin, Berlin, Germany
ZMM	Zoological Museum	Moscow State Spider Collection, Department of Invertebrate Zoology	Moscow State University	Moscow	Russia	Zoological Museum, Moscow State Spider Collection, Department of Invertebrate Zoology, Moscow State University, Moscow, Russia
ZMSZ	Zemaljski Muzej Bosne i Hercegovine			Sarajevo	Bosnia-Herzegovina	Zemaljski Muzej Bosne i Hercegovine, Sarajevo, Bosnia-Herzegovina
ZMT	Zoologiamuuseum		University of Tartu	Tartu	Estonia	Zoologiamuuseum, Tartu, Estonia
ZMUB	Museum of Zoology	Entomological Collection	University of Bergen	Bergen	Norway	Museum of Zoology, Entomological Collection, University of Bergen, Bergen, Norway
ZMUH	Zoologisches Institut und Zoologisches Museum	Abteilung Entomologie	Universitat Hamburg	Hamburg	Germany	Zoologisches Institut und Zoologisches Museum, Abteilung Entomologie, Universitat Hamburg, Hamburg, Germany
ZMUN	Zoological Museum		University of Oslo	Oslo	Norway	Zoological Museum, Oslo, Norway
ZMZ	Zoologisches Museum der Universitat Zurich			Zurich	Switzerland	Zoologisches Museum der Universitat Zurich, Zurich, Switzerland
ZSBS	Zoologische Staatssammlung Munchen			Munich	Germany	Zoologische Staatssammlung Munchen, Munich, Germany
ZSI	Zoological Survey of India	National Zoological Collection		Calcutta	India	Zoological Survey of India, National Zoological Collection, Calcutta, India
