"5e3c08e9-13a9-498e-861e-b9b5656ab6ac",,"Nomenclatural Status Type (ICZN)","Nomenclatural Status Type (ICZN)","NST","1"
"2bef7039-c129-410b-815e-2a1f7249127b",,"Invalid","Invalid","nom. inval."
"6d9ed462-b761-4da3-9304-4749e883d4eb",,"Not available","Not available","not avail."
"a61602c7-fbd4-4eb4-98a2-44919db8920b",,"Suppressed Name","Suppressed","suppr."
