"8627c526-73af-44d9-902c-11c1f11b60b4",,"RightsTerm","RightsTerm",
"67c0d47e-8985-1014-8845-c84599f9992c",,"license",
"d1ef838e-b195-4f28-b8eb-0d3be080bd37",,"copyright","a50b4def-b3ac-4508-b50a-e0f249e3a1d7",,"access rights",
