"e69c75ad-f152-4f27-8e12-757eb82059e7",,"IUCN Category (v3.1)","IUCN Category (v3.1). For use by feature 'IUCN Status' (https://www.wikidata.org/wiki/Property:P141 or https://www.wikidata.org/wiki/Property:P14254')","STA","1"
"5e35c547-14fe-4eb1-983c-52f26b81078b","Q237350","Extinct","Extinct","EX"
"ea7cbe52-fa5a-4918-b3c1-c0fbc9ffc359","Q239509","Extinct in the Wild","Extinct in the Wild","EW"
"fa02e83d-2511-4a8a-b61d-2c147c87502c","Q219127","Critically Endangered","Critically Endangered","CR"
"e4479274-b2f2-492e-ab95-b077839655a9","Q96377276","Endangered ","Endangered ","EN"
"60971f6a-ed8d-4c20-aa87-1558e58dd1b4","Q278113","Vulnerable","Vulnerable","VU"
"2152afb6-b9fc-44dd-b531-79407caf75fe","Q719675","Near Threatened","Near Threatened","NT"
"9e659a22-9fe5-4bc6-a08d-99f9bccb1279","Q211005","Least Concern","Least Concern","LC"
"483894e7-1842-4d90-beaa-88a58b3e66ca","Q3245245","Data Deficient","Data Deficient","DD"
"a611b0c7-13c4-4667-ae41-9634a00e4a20","Q3350324","Not Evaluated","Not Evaluated","NE"
