"6d06b750-4f48-42de-85b5-220256e4e5ba",,"Occurrence Status Type","Occurrence Status Type","OST","0"
"6b4888d8-194a-45c3-a16a-e5b5465a8f3d",,"not extant","not extant",""
"d41cce17-9e68-47f8-904f-fcea1b0029bc",,"destroyed","destroyed",""
"9d82974f-9535-432d-af5b-f233016abe51",,"lost","lost",""
"c7df83c2-6e4b-42e8-8fa7-c07720a78e2b",,"not found","not found",""
"44f5f025-8814-49dd-b1ef-17557a13ea3e",,"not seen","not seen",""
"87447824-06d8-4449-abe6-0c11ed77fdc9",,"not preserved","not preserved",""
"01fe0283-0da6-46a5-a050-22f9be338461",,"dried out","dried out (for specimens in alcohol)",""
