"48917fde-d083-4659-b07d-413db843bd50",,"SynonymRelationshipType","SynonymRelationshipType",
"1afa5429-095a-48da-8877-836fa4fe709e",,"Synonym of",,"",,"false","false",
"130b752d-2eff-4a62-a132-104ed8d13e5e",,"Pro Parte Synonym of",,"",,"false","false",
"8b0d1d34-cc00-47cb-999d-b67f98d1af6e",,"Partial Synonym of",,"",,"false","false",
"294313a9-5617-4ed5-ae2d-c57599907cb2",,"Homotypic Synonym of",,"",,"false","false",
"4c1e2c59-ca55-41ac-9a82-676894976084",,"Heterotypic Synonym Of",,"",,"false","false",
