"fe87ea8d-6e0a-4e5d-b0da-0ab8ea67ca77",,"Determination Modifier","Determination Modifier","DMO","0"
"20db670a-2db2-49cc-bbdd-eace33694b7f",,"Confer","confer","cf.",
"128f0b54-73e2-4efb-bfda-a6243185a562",,"Affinis","affinis","aff.",
