"ef0d1ce1-26e3-4e83-b47b-ca74eed40b1b","Rank","",""
"d5feb6a5-af5c-45ef-9878-bb4f36aaf490","Variety","Varietas","Varietas",,
"a3a364cb-1a92-43fc-a717-3c44980a0991","Bio Variety","Bio Varietas","Bio Varietas",,
"2f4f4303-a099-47e3-9048-d749d735423b","Patho Variety","Patho Varietas","Patho Varietas",,
"9a83862a-7aee-480c-a98d-4bceaf8712ca","Subvariety","Subvarietas","Subvarietas",,
"bff22f84-553a-4429-a4e7-c4b3796c3a18","Subsubvariety","Subsubvarietas","Subsubvarietas",,
"8810d1ba-6a34-4ae3-a355-919ccd1cd1a5","Proles","Proles","Proles",,,
"196dee39-cfd8-4460-8bf0-88b83da27f62","Race","Race",,,,
"1fafa596-a8e7-4e62-a378-3cc8cb3627ca","Sublusus","Sublusus","Sublusus",,
"2cc740c9-cebb-43c8-9b06-1bef79e6a56a","Convar",,,,
"0461281e-458a-47b9-8d41-19a3d39356d5","Form","Forma","Forma",,
"bed20aee-2f5a-4635-9c02-eff06246d067","Special Form",,,,
"47cfc5b0-0fb7-4ceb-b61d-e1dd8de8b569","Subform","Subforma","Subforma",,
"1c8ac389-4349-4ae0-87be-7239f6635068","Subsubform","Subsubforma","Subsubforma",,
"eb75c27d-e154-4570-9d96-227b2df60474","Unranked (infraspecific)",,,,
"ead9a1f5-dfd4-4de2-9121-70a47accb10b","Candidate",,,,
"49bdf74a-2170-40ed-8be2-887a0db517bf","Denomination Class",,,,
"08dcb4ff-ac58-48a3-93af-efb3d836ac84","Grex","Grex","Grex",,
"6b4063bc-f934-4796-9bf3-0ef3aea5c1cb",""Graft Schimäre",,,,
"d763e7d3-e7de-4bb1-9d75-225ca6948659","Cultivar Gruppe",,,,
"5e98415b-dc6e-440b-95d6-ea33dbb39ad0","Cultivar",,,,
"5c4d6755-2cf6-44ca-9220-cccf8881700b","Unknown Rank",,,,
