"e51d52d6-965b-4f7d-900f-4ba9c6f5dd33",,"NamedAreaType","NamedAreaType",
"cc33167c-d366-4030-b984-6b14e4f5fd22",,"natural area", "natural area",
"1799f581-f425-40d6-a4db-ec2c638c0e92",,"administration area","administration area",
