"4e5bb743-5ddf-4ee2-b893-36fbd386a5ee",,"Term Relationship Type","Term Relationship Type","TERT","0"
"c61f8e7e-6965-4975-8238-3a1269b093d2",,"is same as","is same as","","is same as","is same as","",TRUE,TRUE
"6ea378a9-d211-4a78-8b87-674db5c9118d",,"is part of ","is part of","","has part","has part","",FALSE,TRUE
"9b6d38b3-9145-4302-9a46-92c7633aa013",,"is kind of","is kind of","","is generalization of","is generalization of","",FALSE,TRUE
