"006b1870-7347-4624-990f-e5ed78484a1a","Country","
"62fe4794-7fb0-4520-9493-b9150436393e","Saudi Arabia","Arabia Saudita","Arabia Saudita","SAU"
"a47a922b-fa61-4164-8f6d-7cf2ba33ca8c","Sudan","Sudán","Sudán (el)","SDN"
"e106a448-1205-4515-96f4-758e98176342","Senegal","Senegal","Senegal","SEN"
"e063b480-c834-4e39-b7a9-74fc578c637b","Singapore","Singapur","Singapur","SGP"
"bf34dad1-63d1-4859-8818-da369616c470","South Georgia and the South Sandwich Islands","Islas Georgias del Sur y Sandwich del Sur","Georgia del Sur (la) y las Islas Sandwich del Sur","SGS"
"626ec513-fddb-41f3-ab36-2ae2190a1bc1","St. Helena, Ascension and Tristan da Cunha","Santa Elena, Ascensión y Tristán de Acuña","Santa Helena, Ascensión y Tristán de Acuña","SHN"
"e47f9fe5-54c7-4c61-8c74-abc514749e41","Svalbard & Jan Mayen","Svalbard y Jan Mayen","Svalbard y Jan Mayen","SJM"
"fc915f15-b2cf-40a7-8268-7c1f2744295a","Solomon Islands","Islas Salomón","Salomón, Islas","SLB"
"88e731a7-5c80-4f29-8cf0-54acf70d6277","Sierra Leone","Sierra Leona","Sierra leona","SLE"
"2706e84c-a57d-40ab-aee4-dce25fe89211","El Salvador","El Salvador","El Salvador","SLV"
"e0c3ad69-a078-424f-a7d4-81025d190c91","San Marino","San Marino","San Marino","SMR"
"e8591331-3b75-4569-90a6-4aca1d1d9a53","Somalia","Somalia","Somalia","SOM"
"34f97908-18c5-4f67-b411-1b905161a330","St. Pierre and Miquelon","San Pedro y Miquelón","San Pedro y Miquelón","SPM"
"61619261-d853-42da-b662-0da0cd144e81","Serbia","Serbia","Serbia","SRB"
"6abf6496-407e-4e73-8032-42748c74f88a","South Sudan","Sudán del Sur","Sudán del Sur","SSD"
"a5369890-7a96-46bf-b91c-2c47d86660dd","São Tomé and Príncipe","Santo Tomé y Príncipe","Santo Tomé y Príncipe","STP"
"6268a5c7-df0e-4230-8681-966798383dc4","Suriname","Surinam","Suriname","SUR"
"0349b9b5-865d-46ea-9750-ab71962d5106","Slovakia","Eslovaquia","Eslovaquia","SVK"
"526b3fb4-08fc-4238-aa8b-e3217fae7214","Slovenia","Eslovenia","Eslovenia","SVN"
"8272e206-cb6f-499c-a1d9-7c581f5947c5","Sweden","Suecia","Suecia","SWE"
"bb006073-0088-4adf-9482-01e598bc3fd3","Eswatini","Suazilandia","Suazilandia","SWZ"
"0e45eaf9-7109-4fc3-831f-7839cddf6dba","Sint Maarten","San Martín","Sint Maarten (parte neerlandesa)","SXM"
"3bb44fb7-0976-4e3d-94b9-439763b53711","Seychelles","Seychelles","Seychelles","SYC"
"f92c3ca4-3468-40b6-b387-d4677fca86d9","Syria","Siria","República Árabe Siria","SYR"
"d6c83f2f-5130-477a-994e-daa08b70352f","Turks and Caicos Islands","Islas Turcas y Caicos","Turcas y Caicos, (las) Islas","TCA"
"d1ea5922-6bd2-4c63-b49a-259207c584a4","Chad","Chad","Chad","TCD"
"75f15dd5-9998-4937-9a2c-b440798a6695","Togo","Togo","Togo","TGO"
"6c35d8b5-a75b-4f17-8869-04cad4535bd8","Thailand","Tailandia","Tailandia","THA"
"b78e4b96-6095-4316-bc4c-6bdec5593622","Tajikistan","Tayikistán","Tayikistán","TJK"
"b301d428-6936-4538-b5d3-778534b779e6","Tokelau","Tokelau","Tokelau","TKL"
"442c0439-cf39-4c5a-96de-a99fe1a476cf","Turkmenistan","Turkmenistán","Turkmenistán","TKM"
"77f9e6b5-a363-454c-996b-34aec2f10f99","Timor-Leste","Timor Oriental","Timor-Leste","TLS"
"0abdcd01-09ff-42a8-b8ba-10458dca5ba9","Tonga","Tonga","Tonga","TON"
"20ed7f03-1263-47fd-a4df-26fab6daae75","Trinidad and Tobago","Trinidad y Tobago","Trinidad y Tobago","TTO"
"e121e4d7-e1aa-4f2e-9b9e-33f5109460d7","Tunisia","Túnez","Túnez","TUN"
"f7c15c55-d0b3-4eda-8961-582d5071df78","Turkey","Turquía","Turquía","TUR"
"30745e37-22c6-4b92-b955-85cb23f0526f","Tuvalu","Tuvalu","Tuvalu","TUV"
"0fffb0e5-81b9-40be-be69-9aff204f51c4","Taiwan","Taiwán (República de China)","Taiwán (Provincia de China)","TWN"
"8a519200-784a-495a-b0da-b3277913b880","Tanzania","Tanzania","Tanzania, República Unida de","TZA"
"e74c11af-3a4e-4d13-9c2a-2e57d2954111","Uganda","Uganda","Uganda","UGA"
"c44e49c7-a447-466d-ae4f-d290ab03ff18","Ukraine","Ucrania","Ucrania","UKR"
"4e88114b-e278-4816-ba7d-7bc17098c407","United States Minor Outlying Islands","Islas Ultramarinas Menores de los Estados Unidos","Islas Ultramarinas Menores de los Estados Unidos (las)","UMI"
"baf46f00-7b05-4d88-b1cf-ce922f3ba262","Uruguay","Uruguay","Uruguay","URY"
"d9dacd9e-dd04-4641-957a-589bdb9fe5fb","United States of America","Estados Unidos","Estados Unidos de América (los)","USA"
"86ebc56d-8b06-4bb1-a0f9-b15626c02fbd","Uzbekistan","Uzbekistán","Uzbekistán","UZB"
"afebd310-0c8d-4601-b025-a06a1d195035","Vatican City","Ciudad del Vaticano","Santa Sede (la)","VAT"
"dfe67a34-6a3a-4a56-8f90-3c007360f105","St. Vincent and the Grenadines","San Vicente y las Granadinas","San Vicente y las Granadinas","VCT"
"e8099497-0e51-41ca-85d7-d23b730d9c1a","Venezuela","Venezuela","Venezuela (República Bolivariana de)","VEN"
"5b71a5a2-0551-4563-b0aa-8aa259b90979","British Virgin Islands","Islas Vírgenes Británicas","Vírgenes británicas, Islas","VGB"
"b5f9a299-41ea-414b-83d5-91518f64a481","US Virgin Islands","Islas Vírgenes de los Estados Unidos","Vírgenes de los Estados Unidos, Islas","VIR"
"f9295319-572e-4c3d-9962-176a7802750b","Vietnam","Vietnam","Viet Nam","VNM"
"b4e16ad0-3cb7-4809-a5ae-9a143595c2a4","Vanuatu","Vanuatu","Vanuatu","VUT"
"b4844963-f140-41b3-935d-58fd14df5878","Wallis and Futuna","Wallis y Futuna","Wallis y Futuna","WLF"
"7ad3f6bd-5e8a-467b-a481-1a523066b0e7","Samoa","Samoa","Samoa","WSM"
"713e1840-ff18-4a96-bc32-3da2b048c77d","Yemen","Yemen","Yemen","YEM"
"508c9fcb-1b6c-4225-8e31-262a4df64a85","South Africa","Sudáfrica","Sudáfrica","ZAF"
"90318040-d346-4c8f-be69-fa8ade0b12d9","Zambia","Zambia","Zambia","ZMB"
"aa96ca19-46ab-40ad-a494-e4842f13eb4c","Zimbabwe","Zimbabue","Zimbabue","ZWE"
