"ab60e738-4d09-4c24-a1b3-9466b01f9f55",,"Name Type Designation Status","CDM default name type designation status Vocabulary","NTD","1"
"e89d8b21-615a-4602-913f-1625bf39a69f",,"automatic","automatic","AU"
"3fc639b2-9a64-45f8-9a81-657a4043ad74",,"mon.","monotypy","MO"
"91a9d6a9-7754-41cd-9f7e-be136f599f7e",,"not applicable","not applicable","NA"
"40032a44-973b-4a64-b25e-76f86c3a753c",,"orig. des.","orignal designation","OD"
"e5f38f5d-995d-4470-a036-1a9792a543fc",,"present designation","present designation","PD"
"2b5806d8-31b0-406e-a32a-4adac0c89ae4",,"subs. mon.","subsequent monotypy","SM"
"3e449e7d-a03c-4431-a7d3-aa258406f6b2",,"subsequent designation","subsequent designation","SD"
"84521f09-3e10-43f5-aa6f-2173a55a6790",,"tautonymy","tautonymy","TA"
"4177c938-b741-40e1-95e5-4c53bd1ed87d",,"lectotype","lectotype","LT"
